iqr_x,duration_x,median_x,mad_x,max_x,mean_x,min_x,rms_x,std_x,iqr_y,duration_y,median_y,mad_y,max_y,mean_y,min_y,rms_y,std_y,iqr_z,duration_z,median_z,mad_z,max_z,mean_z,min_z,rms_z,std_z,iqr_m,duration_m,median_m,mad_m,max_m,mean_m,min_m,rms_m,std_m
1.997362732887268,302.0,-2.971802830696106,1.2204445600509644,7.916428089141848,-3.6256101866497885,-31.14377593994141,5.436002854628041,4.050318235643403,1.2922699451446569,302.0,-9.035118579864502,0.641047477722168,-1.357512354850769,-9.011244036898708,-20.17354393005371,9.26429907154928,2.1505157973300983,1.99766206741333,302.0,-0.2005143985152244,1.0259154438972473,5.143942356109619,-0.5609368883498901,-13.526042938232422,2.7186050168252374,2.6601058333825165,1.2130539538372158,302.0,9.762975909677632,0.5826159942613316,37.79201567825295,10.46236679928324,3.6549745751715528,11.08008021451742,3.64788411512704
1.6666638851165771,302.0,-3.620033025741577,0.8074445724487305,-0.9756371974945068,-3.8421348207044286,-8.7484130859375,4.018623615833707,1.1778521916042461,0.7655458450317401,302.0,-9.04289960861206,0.3639187812805176,-6.098031520843506,-8.829570085007623,-10.888829231262209,8.882844489045093,0.9714001907026902,2.011428650468588,302.0,-1.3946224451065063,0.47764325141906694,2.138022184371948,-1.024512204162727,-4.480748653411865,1.5992766731373556,1.2280311969827635,0.655701019537581,302.0,9.833805888668355,0.3288636468917563,12.5925506979775,9.85128009942718,7.325400561457191,9.879875903043338,0.7511512911301039
2.040757596492767,302.0,-4.487931251525879,1.031900882720947,3.86543869972229,-4.512883891481042,-12.978967666625977,5.089651110177652,2.3533863697539186,1.275211572647093,302.0,-8.787318706512451,0.6380548477172852,-4.574122428894043,-8.84332887700062,-14.923059463500977,8.974286336207296,1.5275305618690402,1.8968063518404963,302.0,-0.29388827085494995,0.8661024868488312,3.37941575050354,-0.7359514384467266,-6.603208065032959,2.0634907440788104,1.9277887672530716,1.9150178086682672,302.0,10.170678391562957,0.9344720017687012,18.718471544746038,10.334745345527006,6.026820823506895,10.521423749591522,1.9731691163142657
4.946420848369598,301.0,-3.799597978591919,2.188300371170044,6.099228858947754,-4.063696039435253,-30.104692459106445,6.571885818224393,5.164886998459612,3.0334539413452157,301.0,-8.494627952575684,1.4760246276855469,-3.908534288406372,-8.93770606573238,-18.971654891967773,9.362559913608896,2.7883576561278627,3.205836057662964,301.0,-0.1400607973337173,1.605312243103981,8.26239013671875,-0.7163912799213997,-21.68428421020508,3.8954426059904486,3.8290020410830596,4.026427229832763,301.0,9.916256466965521,1.8825273843136365,34.99334985578075,11.034316469740364,4.035178566313023,12.083943248801724,4.926006951464577
6.495469197630882,301.0,-4.260481834411621,2.7485437393188477,5.950788497924805,-4.544278327728377,-34.223915100097656,7.3686822788573805,5.800604538053339,2.9568395614624023,301.0,-8.712499618530272,1.4401130676269567,-0.8259995579719543,-9.151032654748011,-20.26093101501465,9.725036968903352,3.2916478241562315,3.563769221305847,301.0,-0.2477998733520508,1.8267759084701538,7.552509307861327,-0.945256276922517,-15.388731002807615,3.810994821072982,3.6919062958292526,4.604197726514487,301.0,10.818644943092913,2.272944162248015,40.48005352695053,11.528852579464909,3.331178175453532,12.782703317355402,5.521146828376701
5.603628933429718,301.0,-4.631583213806152,2.0638017654418954,6.941987991333008,-4.417910625916779,-39.226600646972656,7.205798109195132,5.692590982311285,3.4811697006225586,301.0,-8.663418769836426,1.5801734924316406,-0.4106055796146393,-9.381412909771516,-23.89293670654297,9.968381822513338,3.3701228428332772,4.2724528312683105,301.0,-0.0454898327589035,2.070984408259392,8.845377922058105,-0.6929225326419817,-21.059398651123047,4.520475524503871,4.467052420936603,4.726900584658715,301.0,10.845899159569129,2.2945780075463578,46.38454251304274,11.907648391348824,3.7395448394449846,13.104459604178,5.471267796913324
6.532579466700554,301.0,-3.957615375518799,2.9508538246154785,7.710526466369629,-4.2263983656030355,-38.06541442871094,7.5603382988018195,6.268673866740683,3.714603900909423,301.0,-8.366538047790527,1.9069814682006854,0.2645592987537384,-8.951029279600347,-25.838224411010746,9.701419780277567,3.741205766714538,4.02345597743988,301.0,0.1999158412218094,1.9572599381208424,8.578424453735353,-0.6853422316106847,-23.617603302001957,4.432619867140069,4.379317859225992,4.8975374032448435,301.0,10.434125314150666,2.4507507847666226,47.51945705837749,11.493021002408526,3.0649091889934574,13.07380510150183,6.231761233411608
7.022193640470506,301.0,-4.0318355560302725,3.2597055435180673,8.576030731201174,-4.369422072315731,-39.226600646972656,7.754380367980426,6.4061350005506705,3.8091745376586887,301.0,-8.900444984436035,1.9189529418945312,0.0275333188474178,-9.264335627992486,-22.71858024597168,10.012427248546087,3.797470839827116,4.2856210470199585,301.0,0.0670376494526863,2.0697873309254646,7.997830867767334,-0.7526025941125133,-22.104467391967773,4.403979270561752,4.3391960950010935,5.106921339154168,301.0,11.340764764413063,2.611600141044047,45.746163795807384,11.902224725126306,3.3633008650208365,13.407988205330657,6.1734264640374645
3.184288263320923,301.0,-4.491522312164307,1.5849614143371582,5.682637691497803,-4.611188719042908,-34.30532073974609,6.592171683612914,4.711015400484205,2.5917229652404794,301.0,-8.707711219787598,1.2282252311706552,-2.269703149795532,-9.085108534442229,-19.135656356811523,9.475421301258425,2.6915444922473153,2.798821806907654,301.0,-0.2226607650518417,1.4030022472143173,6.347028732299805,-0.690416989011065,-19.179950714111328,3.5025277872456813,3.4338062382308383,3.7824342824852337,301.0,10.289893249464289,1.569323994797962,40.81144298640103,11.171378387918843,3.648595221872265,12.062671231655033,4.550641949982194
0.9121909141540527,301.0,-3.1423897743225098,0.4225766658782959,1.4257471561431885,-3.5278761049893457,-23.920469284057607,4.454230418235954,2.7192386446547205,0.5566520690917969,301.0,-9.153033256530762,0.2466030120849627,-4.489128112792969,-8.92111770021559,-14.779407501220703,8.988362206693868,1.0974124737867523,1.107318252325058,301.0,-0.9983820915222168,0.4920084476470947,4.377797603607179,-0.8871591116403821,-12.921506881713867,2.097483147387822,1.9006273343844584,0.3865127972017728,301.0,9.745098053470645,0.1919475341326038,26.92126338731542,9.984732522359796,4.9857189043696755,10.248427163766985,2.3098432388297674
