EID,Xvalue,Yvalue,Zvalue,time
0,0.5590460896492004,-9.880870819091797,0.17717093229293826,2017-05-11 16:46:50.395
1,0.6057330369949341,-9.890447616577148,0.2059013396501541,2017-05-11 16:46:50.405
2,0.6476315855979919,-9.898826599121094,0.2358288615942001,2017-05-11 16:46:50.415
3,0.6967126727104187,-9.872490882873537,0.20231004059314728,2017-05-11 16:46:50.425
4,0.7026981711387634,-9.860519409179688,0.15682020783424375,2017-05-11 16:46:50.435
5,0.690727174282074,-9.855731010437012,0.1604115068912506,2017-05-11 16:46:50.445
6,0.6356605291366577,-9.852140426635742,0.21547815203666687,2017-05-11 16:46:50.455
7,0.608127236366272,-9.864110946655273,0.22266076505184174,2017-05-11 16:46:50.466
8,0.6165069341659546,-9.852140426635742,0.2669534981250763,2017-05-11 16:46:50.475
9,0.5793967843055725,-9.908403396606444,0.2501940727233887,2017-05-11 16:46:50.485
10,0.5793967843055725,-9.986215591430664,0.2645592987537384,2017-05-11 16:46:50.495
11,0.5159504413604736,-10.055646896362305,0.304063618183136,2017-05-11 16:46:50.505
12,0.4165911078453064,-10.079588890075684,0.2801215946674347,2017-05-11 16:46:50.515
13,0.3579331636428833,-10.061633110046387,0.2920926213264465,2017-05-11 16:46:50.525
14,0.3567360639572144,-9.982624053955078,0.23104046285152435,2017-05-11 16:46:50.535
15,0.42616790533065796,-9.92396640777588,0.1256955862045288,2017-05-11 16:46:50.545
16,0.4572925269603729,-9.87608242034912,0.0071826050989329815,2017-05-11 16:46:50.555
17,0.4537012279033661,-9.832986831665039,-0.026336219161748886,2017-05-11 16:46:50.565
18,0.4680664241313934,-9.865307807922363,-0.07182604819536209,2017-05-11 16:46:50.575
19,0.4596867263317108,-9.892841339111328,-0.1125274822115898,2017-05-11 16:46:50.585
20,0.4596867263317108,-9.882067680358887,-0.16998831927776334,2017-05-11 16:46:50.595
21,0.4201824069023132,-9.9000244140625,-0.2106897532939911,2017-05-11 16:46:50.605
22,0.3722983598709105,-9.864110946655273,-0.2082955539226532,2017-05-11 16:46:50.615
23,0.3471592366695404,-9.830592155456543,-0.2094926536083221,2017-05-11 16:46:50.625
24,0.3435679376125336,-9.807847023010254,-0.11851298063993455,2017-05-11 16:46:50.635
25,0.3675099611282349,-9.801861763000488,-0.13048399984836578,2017-05-11 16:46:50.645
26,0.33758243918418884,-9.801861763000488,-0.14006079733371735,2017-05-11 16:46:50.657
27,0.3124433159828186,-9.81143856048584,-0.10773907601833344,2017-05-11 16:46:50.665
28,0.3351882398128509,-9.787496566772461,-0.09816227108240128,2017-05-11 16:46:50.677
29,0.365115761756897,-9.78989028930664,-0.07422025501728058,2017-05-11 16:46:50.686
30,0.4022258818149567,-9.818621635437012,-0.016759412363171574,2017-05-11 16:46:50.697
31,0.3974374830722809,-9.854534149169922,0.020350715145468712,2017-05-11 16:46:50.706
32,0.4333505034446716,-9.894038200378418,-0.023942016065120697,2017-05-11 16:46:50.716
33,0.4596867263317108,-9.8784761428833,-0.004788403399288654,2017-05-11 16:46:50.726
34,0.5039794445037842,-9.8784761428833,-0.019153613597154617,2017-05-11 16:46:50.737
35,0.507570743560791,-9.83538055419922,-0.02274491637945175,2017-05-11 16:46:50.746
36,0.545877993106842,-9.827000617980957,-0.02274491637945175,2017-05-11 16:46:50.757
37,0.5614402890205383,-9.797073364257812,-0.06823474913835527,2017-05-11 16:46:50.767
38,0.5793967843055725,-9.782708168029783,-0.03711012750864029,2017-05-11 16:46:50.777
39,0.6033388376235962,-9.775525093078613,-0.11971008777618407,2017-05-11 16:46:50.785
40,0.6476315855979919,-9.816226959228516,-0.1412578970193863,2017-05-11 16:46:50.796
41,0.6368576288223267,-9.896432876586914,-0.09935937076807022,2017-05-11 16:46:50.806
42,0.5997475385665894,-9.939528465270996,-0.02513911761343479,2017-05-11 16:46:50.816
43,0.5817909836769104,-9.90241813659668,0.05746084079146385,2017-05-11 16:46:50.826
44,0.5781996846199036,-9.888052940368652,0.08738835901021957,2017-05-11 16:46:50.836
45,0.5781996846199036,-9.84615421295166,0.05147533491253853,2017-05-11 16:46:50.846
46,0.568622887134552,-9.840168952941896,-0.002394201699644327,2017-05-11 16:46:50.856
47,0.5877765417098999,-9.894038200378418,-0.04189852997660637,2017-05-11 16:46:50.866
48,0.5949591398239136,-9.906009674072266,-0.021547814831137657,2017-05-11 16:46:50.877
49,0.5793967843055725,-9.909601211547852,-0.08499415963888167,2017-05-11 16:46:50.886
50,0.586579442024231,-9.909601211547852,-0.07661445438861847,2017-05-11 16:46:50.896
51,0.6009446382522583,-9.9000244140625,-0.17717093229293826,2017-05-11 16:46:50.907
52,0.6476315855979919,-9.897629737854004,-0.1975216418504715,2017-05-11 16:46:50.917
53,0.6787561774253845,-9.929951667785645,-0.2178723514080048,2017-05-11 16:46:50.927
54,0.7266402244567871,-9.932345390319824,-0.22505496442317965,2017-05-11 16:46:50.938
55,0.8451532125473022,-9.9586820602417,-0.28969839215278625,2017-05-11 16:46:50.947
56,0.9169792532920836,-9.950302124023438,-0.3100491166114807,2017-05-11 16:46:50.957
57,0.969651699066162,-9.97065258026123,-0.3423708379268646,2017-05-11 16:46:50.966
58,0.9540894031524658,-9.975440979003906,-0.3579331636428833,2017-05-11 16:46:50.976
59,0.8954314589500427,-9.983820915222168,-0.3196259140968323,2017-05-11 16:46:50.985
60,0.828393816947937,-9.99220085144043,-0.3100491166114807,2017-05-11 16:46:50.996
61,0.7805097699165344,-9.99220085144043,-0.3363853394985199,2017-05-11 16:46:51.005
62,0.7924807667732239,-9.955090522766113,-0.3196259140968323,2017-05-11 16:46:51.016
63,0.8523358106613159,-9.929951667785645,-0.3052607178688049,2017-05-11 16:46:51.026
64,0.8810662031173706,-9.979032516479492,-0.3411737382411957,2017-05-11 16:46:51.036
65,0.8451532125473022,-10.004171371459961,-0.2992752194404602,2017-05-11 16:46:51.046
66,0.7721300721168518,-10.031704902648926,-0.26815059781074524,2017-05-11 16:46:51.056
67,0.7362170219421387,-9.995792388916016,-0.24181437492370605,2017-05-11 16:46:51.067
68,0.7469909191131592,-9.904812812805176,-0.25977087020874023,2017-05-11 16:46:51.076
69,0.7362170219421387,-9.84495735168457,-0.2669534981250763,2017-05-11 16:46:51.086
70,0.6775590777397156,-9.792284965515137,-0.2932897210121155,2017-05-11 16:46:51.096
71,0.6428431272506714,-9.799467086791992,-0.2693476974964142,2017-05-11 16:46:51.106
72,0.52552729845047,-9.786299705505373,-0.27054479718208313,2017-05-11 16:46:51.116
73,0.4680664241313934,-9.77791976928711,-0.3208230137825012,2017-05-11 16:46:51.126
74,0.4273650050163269,-9.785101890563963,-0.30885201692581177,2017-05-11 16:46:51.136
75,0.3902548849582672,-9.787496566772461,-0.3483563363552093,2017-05-11 16:46:51.147
76,0.3746925592422485,-9.836577415466307,-0.33279404044151306,2017-05-11 16:46:51.158
77,0.3986345827579498,-9.858125686645508,-0.3208230137825012,2017-05-11 16:46:51.167
78,0.44771572947502136,-9.9000244140625,-0.3076549172401428,2017-05-11 16:46:51.177
79,0.5446808934211731,-9.956287384033203,-0.2789244949817657,2017-05-11 16:46:51.186
80,0.6572083830833435,-9.950302124023438,-0.2609679996967316,2017-05-11 16:46:51.197
81,0.7505822181701659,-9.99339771270752,-0.22505496442317965,2017-05-11 16:46:51.206
82,0.7410054206848145,-9.99459457397461,-0.13766659796237946,2017-05-11 16:46:51.216
83,0.7960720658302307,-9.982624053955078,-0.07422025501728058,2017-05-11 16:46:51.226
84,0.8032546639442444,-9.956287384033203,-0.13407529890537262,2017-05-11 16:46:51.236
85,0.849941611289978,-9.981427192687988,-0.13527239859104154,2017-05-11 16:46:51.246
86,0.8415619134902954,-10.065223693847656,-0.059855043888092034,2017-05-11 16:46:51.256
87,0.8140285611152649,-10.144232749938963,0.05746084079146385,2017-05-11 16:46:51.266
88,0.7805097699165344,-10.200496673583984,0.27653029561042786,2017-05-11 16:46:51.276
89,0.8631097078323364,-10.164583206176758,0.4620809257030487,2017-05-11 16:46:51.287
90,1.0366892814636228,-10.05923843383789,0.5662286877632141,2017-05-11 16:46:51.298
91,1.2533645629882812,-9.964667320251463,0.52552729845047,2017-05-11 16:46:51.307
92,1.4281413555145264,-9.821015357971193,0.3471592366695404,2017-05-11 16:46:51.317
93,1.5179238319396973,-9.782708168029783,0.17956513166427612,2017-05-11 16:46:51.326
94,1.5275006294250488,-9.895236015319824,0.08379705995321274,2017-05-11 16:46:51.336
95,1.4712369441986084,-10.052056312561037,0.020350715145468712,2017-05-11 16:46:51.346
96,1.3000515699386597,-10.145429611206056,0.10295066982507706,2017-05-11 16:46:51.359
97,1.0211269855499268,-10.166977882385254,0.13048399984836578,2017-05-11 16:46:51.367
98,0.5566518902778625,-10.056844711303713,0.10654197633266448,2017-05-11 16:46:51.377
99,0.08858546614646913,-9.90241813659668,0.11013327538967133,2017-05-11 16:46:51.386
100,-0.4357447028160095,-9.818621635437012,0.152031809091568,2017-05-11 16:46:51.395
101,-0.7565677165985107,-9.750386238098145,0.152031809091568,2017-05-11 16:46:51.405
102,-0.9900023937225342,-9.73123264312744,0.2537853717803955,2017-05-11 16:46:51.416
103,-0.9672574996948242,-9.749189376831056,0.333991140127182,2017-05-11 16:46:51.426
104,-0.90979665517807,-9.759963035583496,0.3471592366695404,2017-05-11 16:46:51.436
105,-0.8092401623725891,-9.78989028930664,0.2298433631658554,2017-05-11 16:46:51.447
106,-0.7086837291717529,-9.872490882873537,0.1651999205350876,2017-05-11 16:46:51.457
107,-0.669179379940033,-9.965864181518556,0.24420857429504395,2017-05-11 16:46:51.470
108,-0.7026981711387634,-10.09036350250244,0.3471592366695404,2017-05-11 16:46:51.476
109,-0.7529764175415039,-10.228029251098633,0.547075092792511,2017-05-11 16:46:51.485
110,-0.768538773059845,-10.315418243408203,0.7852981686592102,2017-05-11 16:46:51.495
111,-0.7577648162841797,-10.375272750854492,0.9552865028381348,2017-05-11 16:46:51.505
112,-0.7314286231994629,-10.302249908447266,1.1743559837341309,2017-05-11 16:46:51.515
113,-0.6715735793113708,-10.273519515991213,1.3180080652236938,2017-05-11 16:46:51.525
114,-0.6200982332229614,-10.305841445922852,1.4305355548858645,2017-05-11 16:46:51.535
115,-0.5279214978218079,-10.38844108581543,1.7298107147216797,2017-05-11 16:46:51.545
116,-0.4584896266460418,-10.450690269470217,1.9812018871307373,2017-05-11 16:46:51.555
117,-0.4070142805576325,-10.424354553222656,2.117671489715576,2017-05-11 16:46:51.565
118,-0.3519476354122162,-10.447098731994627,2.319981336593628,2017-05-11 16:46:51.575
119,-0.2968810200691223,-10.392032623291016,2.4361002445220947,2017-05-11 16:46:51.585
120,-0.2454056739807129,-10.253169059753418,2.5222914218902592,2017-05-11 16:46:51.595
121,-0.2609679996967316,-10.108319282531738,2.497152328491211,2017-05-11 16:46:51.605
122,-0.2358288615942001,-10.016142845153807,2.481590032577514,2017-05-11 16:46:51.615
123,-0.15083470940589905,-9.898826599121094,2.519897222518921,2017-05-11 16:46:51.625
124,-0.4058171808719635,-9.979032516479492,2.0207061767578125,2017-05-11 16:46:51.635
125,-0.487220048904419,-9.938331604003906,1.8926163911819456,2017-05-11 16:46:51.645
126,-0.4010287821292877,-9.855731010437012,2.0374655723571777,2017-05-11 16:46:51.655
127,-0.3184288144111633,-9.75637149810791,1.9596540927886963,2017-05-11 16:46:51.665
128,-0.33997663855552673,-9.680954933166504,1.802833914756775,2017-05-11 16:46:51.675
129,-0.2621650993824005,-9.62828254699707,1.7729063034057615,2017-05-11 16:46:51.685
130,-0.19632454216480247,-9.607931137084961,1.7872716188430786,2017-05-11 16:46:51.695
131,-0.10055647045373917,-9.543288230895996,1.8363527059555047,2017-05-11 16:46:51.705
132,-0.04429273307323457,-9.457097053527832,1.8148049116134644,2017-05-11 16:46:51.715
133,-0.029927521944046017,-9.397241592407227,1.8710685968399048,2017-05-11 16:46:51.725
134,0.12330138683319093,-9.405621528625488,1.9177556037902832,2017-05-11 16:46:51.735
135,0.19393034279346466,-9.390059471130373,1.7357962131500244,2017-05-11 16:46:51.745
136,0.09696517139673233,-9.35893440246582,1.6759412288665771,2017-05-11 16:46:51.755
137,-0.04908113554120064,-9.343372344970703,1.6376339197158811,2017-05-11 16:46:51.765
138,-0.28969839215278625,-9.354146003723145,1.620874524116516,2017-05-11 16:46:51.775
139,-0.5051765441894531,-9.35773754119873,1.6400281190872192,2017-05-11 16:46:51.785
140,-0.6943184733390808,-9.378087997436523,1.7561469078063965,2017-05-11 16:46:51.795
141,-0.7015010714530945,-9.264363288879396,1.866280198097229,2017-05-11 16:46:51.805
142,-0.6057330369949341,-9.131484985351562,1.8722656965255733,2017-05-11 16:46:51.815
143,-0.4596867263317108,-9.04290008544922,1.8698714971542358,2017-05-11 16:46:51.825
144,-0.3232172429561615,-9.045293807983398,1.8758569955825808,2017-05-11 16:46:51.835
145,-0.18914192914962769,-9.102754592895508,1.885433793067932,2017-05-11 16:46:51.849
146,-0.06703764945268631,-9.187748908996582,1.9979612827301023,2017-05-11 16:46:51.857
147,0.004788403399288654,-9.308655738830566,2.1320366859436035,2017-05-11 16:46:51.869
148,0.047884032130241394,-9.45111083984375,2.2038626670837402,2017-05-11 16:46:51.875
149,0.07661445438861847,-9.53011989593506,2.352303266525269,2017-05-11 16:46:51.885
150,0.08259996026754379,-9.57321548461914,2.4636335372924805,2017-05-11 16:46:51.895
151,0.056263741105794914,-9.567230224609377,2.5665841102600098,2017-05-11 16:46:51.905
152,0.056263741105794914,-9.544485092163086,2.631227731704712,2017-05-11 16:46:51.915
153,0.08379705995321274,-9.525331497192383,2.7533318996429443,2017-05-11 16:46:51.925
154,0.13287819921970367,-9.531316757202148,2.7461493015289307,2017-05-11 16:46:51.935
155,0.1975216418504715,-9.532513618469238,2.912546396255493,2017-05-11 16:46:51.945
156,0.20231004059314728,-9.612719535827637,3.027467966079712,2017-05-11 16:46:51.955
157,0.3256114423274994,-9.642647743225098,3.135207176208496,2017-05-11 16:46:51.968
158,0.4776432514190674,-9.666589736938477,3.174711465835572,2017-05-11 16:46:51.975
159,0.8008604645729065,-9.635464668273926,3.24414324760437,2017-05-11 16:46:51.985
160,0.8475474119186401,-9.71926212310791,3.3351230621337886,2017-05-11 16:46:51.995
161,1.0522516965866089,-9.600749015808104,3.2369606494903564,2017-05-11 16:46:52.005
162,1.037886381149292,-9.546878814697266,3.1878795623779297,2017-05-11 16:46:52.015
163,1.091755986213684,-9.435548782348633,3.099294185638428,2017-05-11 16:46:52.025
164,1.0115501880645752,-9.427168846130373,3.114856481552124,2017-05-11 16:46:52.035
165,0.9828197956085204,-9.38167953491211,3.0418331623077406,2017-05-11 16:46:52.045
166,0.8607155084609985,-9.305065155029297,2.9544448852539062,2017-05-11 16:46:52.055
167,0.768538773059845,-9.253589630126953,2.9233202934265137,2017-05-11 16:46:52.065
168,0.7661445140838623,-9.135076522827148,2.911349296569824,2017-05-11 16:46:52.075
